source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"6,3111221",6.3.1.1.1.2.2.1,Biais de mentalisation,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"6,3111221",6.3.1.1.1.2.2.1,Biais de mentalisation,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,31112211",6.3.1.1.1.2.2.1.1,Illusion de transparence,crossLink,Mirrors,6.3.1.1.1.2.2.1.3,Effet de projecteur,0.9,"Both involve overestimating others' attention to oneself; the source concerns inner states, while the target concerns visible actions or appearance.",
"6,31112211",6.3.1.1.1.2.2.1.1,Illusion de transparence,crossLink,IsRelatedTo,6.3.1.1.1.2.2.1,Biais de mentalisation,0.85,Illusion of transparency is a specific mentalizing bias about what others can know or infer about one's mental states.,
"6,31112211",6.3.1.1.1.2.2.1.1,Illusion de transparence,crossLink,Mirrors,6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,0.55,"Both involve misjudging asymmetries in access to one's own knowledge or mental states, though curse of knowledge concerns information rather than emotions or thoughts.",
"6,31112211",6.3.1.1.1.2.2.1.1,Illusion de transparence,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,31112212",6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,crossLink,IsRelatedTo,6.3.1.1.1.2.2.1,Biais de mentalisation,0.9,La malédiction de la connaissance est un cas d’erreur de mentalisation où l’on projette son propre état de connaissance sur autrui.,
"6,31112212",6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,crossLink,Mirrors,6.3.1.1.1.2.2.1.1,Illusion de transparence,0.72,"Comme l’illusion de transparence, elle surestime l’accès d’autrui à ce qui est présent pour soi, mais porte surtout sur le savoir plutôt que sur les états mentaux apparents.",
"6,31112212",6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,crossLink,IsRelatedTo,6.3.1.1.1.2.2.1.3,Effet de projecteur,0.45,"Les deux biais relèvent d’un égocentrisme cognitif, mais l’effet de projecteur concerne l’attention portée à soi plutôt que l’attribution de connaissances.",
"6,31112212",6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,31112212",6.3.1.1.1.2.2.1.2,Malédiction de la connaissance,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"6,31112213",6.3.1.1.1.2.2.1.3,Effet de projecteur,crossLink,Mirrors,6.3.1.1.1.2.2.1.1,Illusion de transparence,0.86,"Both overestimate others' perception of oneself; spotlight concerns visible actions/appearance, transparency concerns inner states.",
"6,31112213",6.3.1.1.1.2.2.1.3,Effet de projecteur,crossLink,IsRelatedTo,6.3.1.1.1.2.2.1,Biais de mentalisation,0.82,The spotlight effect is a specific egocentric mentalizing error about what others notice or attend to.,
"6,31112213",6.3.1.1.1.2.2.1.3,Effet de projecteur,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3111224",6.3.1.1.1.2.2.4,Illusion de connaissance asymétrique,crossLink,Leverages,6.3.1.1.1.2.2.1,Biais de mentalisation,0.9,L’illusion de connaissance asymétrique est une forme spécialisée de surmentalisation où l’on surestime sa capacité à lire l’esprit d’autrui.,
"6,3111224",6.3.1.1.1.2.2.4,Illusion de connaissance asymétrique,crossLink,IsRelatedTo,6.3.1.1.1.2.2.5,Réalisme naïf,0.55,"Elle peut s’appuyer sur une confiance excessive dans la validité objective de sa propre perception sociale, proche du réalisme naïf.",
"6,3111224",6.3.1.1.1.2.2.4,Illusion de connaissance asymétrique,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3111224",6.3.1.1.1.2.2.4,Illusion de connaissance asymétrique,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,3111225",6.3.1.1.1.2.2.5,Réalisme naïf,crossLink,IsRelatedTo,6.3.1.1.1.2.2.5.1,Sophisme du psychologue,0.92,Both describe mistaking one’s individual perspective for universal or objective reality.,
"6,3111225",6.3.1.1.1.2.2.5,Réalisme naïf,crossLink,Allows,6.3.1.1.1.2.2.4,Illusion de connaissance asymétrique,0.62,"If one treats one’s own viewpoint as objective, it can enable the belief that one understands others better than they understand oneself.",
"6,3111225",6.3.1.1.1.2.2.5,Réalisme naïf,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,31112251",6.3.1.1.1.2.2.5.1,Sophisme du psychologue,crossLink,Leverages,6.3.1.1.1.2.2.5,Réalisme naïf,0.9,The psychologist's fallacy is a specific form of naïve realism: treating one's own subjective perception as objective reality.,
"6,31112251",6.3.1.1.1.2.2.5.1,Sophisme du psychologue,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"6,31112251",6.3.1.1.1.2.2.5.1,Sophisme du psychologue,AIF_skosExceptionRef,,Bias_Inference,,,skos:broadMatch,
"6,3111226",6.3.1.1.1.2.2.6,Effet de l'expérimentateur,crossLink,IsRelatedTo,6.3.1.1.1.2.2.1,Biais de mentalisation,0.55,"L’effet de l’expérimentateur implique souvent des attentes sur les capacités ou dispositions d’autrui, ce qui recoupe partiellement la surestimation de ce que l’on sait des autres.",
"6,3111226",6.3.1.1.1.2.2.6,Effet de l'expérimentateur,crossLink,IsRelatedTo,2,Influence,0.45,"Les attentes peuvent influencer autrui, mais l’effet décrit est généralement inconscient et non une manipulation persuasive intentionnelle.",
"6,3111226",6.3.1.1.1.2.2.6,Effet de l'expérimentateur,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3111226",6.3.1.1.1.2.2.6,Effet de l'expérimentateur,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,3111226",6.3.1.1.1.2.2.6,Effet de l'expérimentateur,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"6,31113",6.3.1.1.1.3,Modèle des niveaux de traitement,crossLink,PredatesOn,6.3.1.1.1.3.6,Effet de génération,0.82,The levels-of-processing model is a general explanatory precursor for why self-generated material is often better remembered.,
"6,31113",6.3.1.1.1.3,Modèle des niveaux de traitement,crossLink,IsRelatedTo,6.3.1.1.1.3.3,Effet test,0.7,"The testing effect also improves memorization through the nature of cognitive processing, especially retrieval processing.",
"6,31113",6.3.1.1.1.3,Modèle des niveaux de traitement,crossLink,IsRelatedTo,6.3.1.1.1.1,Effet de modalité,0.58,"Presentation modality can influence how information is processed, though it is not identical to depth of processing.",
"6,31113",6.3.1.1.1.3,Modèle des niveaux de traitement,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:closeMatch,
"6,31113",6.3.1.1.1.3,Modèle des niveaux de traitement,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"6,311131",6.3.1.1.1.3.1,Effet suivant-en-ligne,crossLink,Leverages,6.3.1.1.1.3.2,Distraction,0.82,L’effet suivant-en-ligne repose souvent sur une distraction attentionnelle liée à la préparation de sa propre prise de parole.,bad_map:skos:relatedMatch
"6,311131",6.3.1.1.1.3.1,Effet suivant-en-ligne,crossLink,IsRelatedTo,6.3.1.1.1.3,Modèle des niveaux de traitement,0.78,Il illustre que la profondeur et la qualité du traitement de l’information juste avant son tour affectent sa mémorisation.,bad_map:skos:relatedMatch
"6,311131",6.3.1.1.1.3.1,Effet suivant-en-ligne,AIF_skosDirectRef,,LackOfPTKReliability_Scheme,,,skos:relatedMatch,bad_map:skos:relatedMatch
"6,311132",6.3.1.1.1.3.2,Distraction,crossLink,IsRelatedTo,6.3.1.1.1.3,Modèle des niveaux de traitement,0.86,Distraction affects memory by reducing the depth or quality of information processing.,
"6,311132",6.3.1.1.1.3.2,Distraction,crossLink,Opposes,6.3.1.1.1.3.3,Effet test,0.62,"Distraction impairs attention and later recall, whereas the testing effect improves retention through retrieval practice.",
"6,311132",6.3.1.1.1.3.2,Distraction,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311133",6.3.1.1.1.3.3,Effet test,crossLink,Leverages,6.3.1.1.1.3.6,Effet de génération,0.78,"The testing effect often works through active retrieval, which overlaps with generating the answer oneself.",
"6,311133",6.3.1.1.1.3.3,Effet test,crossLink,Leverages,6.3.1.1.1.3,Modèle des niveaux de traitement,0.72,"Testing or revision changes the depth and mode of processing, which affects later memorization.",
"6,311133",6.3.1.1.1.3.3,Effet test,crossLink,IsRelatedTo,6.3.1.1.1.3.4,Effet d'espacement,0.65,Both the testing effect and spacing effect are learning conditions that improve retention over time.,
"6,311133",6.3.1.1.1.3.3,Effet test,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,311134",6.3.1.1.1.3.4,Effet d'espacement,crossLink,IsRelatedTo,6.3.1.1.1.3.3,Effet test,0.84,"Both are empirically grounded learning effects that improve retention, spacing via distributed sessions and testing via retrieval practice.",
"6,311134",6.3.1.1.1.3.4,Effet d'espacement,crossLink,IsRelatedTo,6.3.1.1.1.3.6,Effet de génération,0.72,"Both concern conditions under which information is better remembered, though generation concerns self-production rather than temporal distribution.",
"6,311134",6.3.1.1.1.3.4,Effet d'espacement,crossLink,IsRelatedTo,6.3.1.1.1.3,Modèle des niveaux de traitement,0.65,"Both address factors affecting memorization, but spacing is about distribution over time whereas levels of processing is about depth/type of encoding.",
"6,311134",6.3.1.1.1.3.4,Effet d'espacement,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,crossLink,IsRelatedTo,6.3.1.1.1.3.5.1,Effet Google,0.86,"The Google effect is a specific form of cognitive offloading onto accessible digital systems, closely related to excessive reliance on automation.",
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,crossLink,Allows,6.3.1.1.1.3.2,Distraction,0.62,Over-trusting an automated system can create an opening for inattention or failure to monitor the task oneself.,
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,crossLink,Opposes,6.3.1.1.1.3.6,Effet de génération,0.55,"Automation bias favors accepting system outputs over generating one’s own answer, functionally opposing the memory benefit of self-generation.",
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,crossLink,IsRelatedTo,6.3.1.1.1.3,Modèle des niveaux de traitement,0.58,"Relying on automation may reduce depth of processing, which is relevant to how information is encoded and remembered.",
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,AIF_skosDirectRef,,ExpertOpinion_Inference,,,skos:broadMatch,
"6,311135",6.3.1.1.1.3.5,Biais d'automatisation,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,3111351",6.3.1.1.1.3.5.1,Effet Google,crossLink,IsRelatedTo,6.3.1.1.1.3.5,Biais d'automatisation,0.82,"L’effet Google est une forme particulière de dépendance excessive à un système numérique externe, proche du biais d’automatisation.",
"6,3111351",6.3.1.1.1.3.5.1,Effet Google,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3111351",6.3.1.1.1.3.5.1,Effet Google,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311136",6.3.1.1.1.3.6,Effet de génération,crossLink,Leverages,6.3.1.1.1.3,Modèle des niveaux de traitement,0.88,The generation effect is a specific memory benefit explained by the broader levels-of-processing principle: self-generation usually entails deeper processing.,
"6,311136",6.3.1.1.1.3.6,Effet de génération,crossLink,IsRelatedTo,6.3.1.1.1.3.3,Effet test,0.78,Both the generation effect and the testing effect improve retention through active retrieval or production rather than passive exposure.,
"6,311136",6.3.1.1.1.3.6,Effet de génération,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:closeMatch,
"6,311136",6.3.1.1.1.3.6,Effet de génération,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"6,3112",6.3.1.1.2,Perception sélective,crossLink,Leverages,6.3.1.1,Biais d’attention,0.9,"La perception sélective repose directement sur un biais d’attention envers les informations conformes aux intérêts, croyances ou états internes.",
"6,3112",6.3.1.1.2,Perception sélective,crossLink,IsRelatedTo,6.3.1.1.2.1,Effet de simple exposition,0.55,"L’effet de simple exposition peut renforcer la familiarité de contenus déjà remarqués, mais il n’est pas identique à la sélection d’informations confirmatoires.",
"6,3112",6.3.1.1.2,Perception sélective,crossLink,IsRelatedTo,6.3.1.1.2.2,Nivellement et accentuation,0.5,"La rétention sélective peut contribuer à accentuer certains éléments mémoriels, mais le nivellement/accentuation décrit une transformation du souvenir plutôt qu’un filtrage confirmatoire.",
"6,3112",6.3.1.1.2,Perception sélective,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,31121",6.3.1.1.2.1,Effet de simple exposition,crossLink,Allows,6.3.1.1.2.1.1,Effet de vérité illusoire,0.83,La familiarité produite par l’exposition répétée crée précisément l’ouverture que l’effet de vérité illusoire exploite pour faire accepter une information fausse.,
"6,31121",6.3.1.1.2.1,Effet de simple exposition,crossLink,Opposes,6.3.1.1.2.1.3,Appel à la nouveauté,0.78,"L’appel à la nouveauté valorise ce qui est inédit, tandis que l’effet de simple exposition favorise ce qui est déjà familier.",
"6,31121",6.3.1.1.2.1,Effet de simple exposition,crossLink,Mirrors,6.3.1.1.2.1.6,Heuristique de disponibilité,0.62,Les deux reposent sur une facilité cognitive — familiarité ou rappel aisé — indûment convertie en acceptabilité ou probabilité.,
"6,31121",6.3.1.1.2.1,Effet de simple exposition,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,crossLink,Leverages,6.3.1.1.2.1,Effet de simple exposition,0.93,"La répétition rend l’énoncé familier, et cette familiarité accroît indûment son acceptation.",
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,crossLink,Leverages,6.3.1.1.2.1.6,Heuristique de disponibilité,0.72,"Un énoncé souvent répété devient plus facilement rappelable, ce qui peut être pris à tort comme un indice de fréquence ou de plausibilité.",
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,crossLink,IsRelatedTo,2,Influence,0.62,L’effet peut être exploité comme technique d’influence persuasive plutôt que comme justification rationnelle.,
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:broadMatch,
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311211",6.3.1.1.2.1.1,Effet de vérité illusoire,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:broadMatch,
"6,311212",6.3.1.1.2.1.2,Effet victime identifiable,crossLink,Leverages,6.3.1.1.2.1.6,Heuristique de disponibilité,0.86,"L’effet victime identifiable repose souvent sur la disponibilité cognitive d’un cas concret, vivant et facilement rappelable.",
"6,311212",6.3.1.1.2.1.2,Effet victime identifiable,crossLink,Allows,2,Influence,0.62,La focalisation émotionnelle sur une personne identifiable peut ouvrir la voie à une persuasion manipulatoire plutôt qu’à une évaluation proportionnée des données.,
"6,311212",6.3.1.1.2.1.2,Effet victime identifiable,crossLink,Mirrors,6.3.1.1.2.1.7,Effet du lampadaire,0.48,Les deux biais privilégient ce qui est cognitivement accessible ou visible au détriment d’informations plus pertinentes mais moins saillantes.,
"6,311212",6.3.1.1.2.1.2,Effet victime identifiable,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311212",6.3.1.1.2.1.2,Effet victime identifiable,AIF_skosDirectRef,,Example_Inference,,,skos:broadMatch,
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,crossLink,Leverages,6.3.1.1.2.1.4,Effet de récence,0.86,L’appel à la nouveauté exploite souvent la saillance des informations ou produits les plus récents pour leur attribuer indûment une valeur supérieure.,
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,crossLink,Opposes,6.3.1.1.2.1,Effet de simple exposition,0.72,"Il valorise ce qui est nouveau, alors que l’effet de simple exposition valorise ce qui est familier par répétition.",
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,crossLink,IsRelatedTo,1,Insuffisance,0.78,"La nouveauté d’une proposition ne suffit pas, à elle seule, à établir sa vérité, sa validité ou sa supériorité.",
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.62,"Le raisonnement confond une propriété temporelle, être récent, avec une preuve de qualité ou de vérité.",
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,AIF_skosDirectRef,,PresumptiveInference_Scheme,,,skos:broadMatch,
"6,311213",6.3.1.1.2.1.3,Appel à la nouveauté,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:broadMatch,
"6,311214",6.3.1.1.2.1.4,Effet de récence,crossLink,Allows,6.3.1.1.2.1.6,Heuristique de disponibilité,0.82,"La meilleure mémorisation des informations récentes rend ces exemples plus faciles à rappeler, ce qui ouvre la voie à l’heuristique de disponibilité.",
"6,311214",6.3.1.1.2.1.4,Effet de récence,crossLink,IsRelatedTo,6.3.1.1.2.1.3,Appel à la nouveauté,0.45,"Les deux biais privilégient le récent ou le nouveau, mais l’effet de récence concerne la mémoire alors que l’appel à la nouveauté concerne la validité argumentative attribuée à la nouveauté.",
"6,311214",6.3.1.1.2.1.4,Effet de récence,crossLink,IsRelatedTo,6.3.1.1.2.1.7,Effet du lampadaire,0.42,"Le récent peut être cognitivement plus accessible, comme les éléments faciles à examiner dans l’effet du lampadaire, sans que les mécanismes soient identiques.",
"6,311214",6.3.1.1.2.1.4,Effet de récence,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311214",6.3.1.1.2.1.4,Effet de récence,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311215",6.3.1.1.2.1.5,Escompte hyperbolique,crossLink,IsRelatedTo,6.3.1.1.2.1.4,Effet de récence,0.55,"Both bias judgment toward temporally near information, though recency concerns memory salience while hyperbolic discounting concerns valuation of delayed rewards.",
"6,311215",6.3.1.1.2.1.5,Escompte hyperbolique,crossLink,Allows,2,Influence,0.5,Present-biased valuation can create an opening for manipulative persuasion that overemphasizes immediate gains or costs.,
"6,311215",6.3.1.1.2.1.5,Escompte hyperbolique,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311215",6.3.1.1.2.1.5,Escompte hyperbolique,AIF_skosDirectRef,,Preference_Scheme,,,skos:broadMatch,
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,crossLink,Leverages,6.3.1.1.2.1.4,Effet de récence,0.86,"Recent information is easier to recall, so the recency effect can drive availability-based probability judgments.",
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,crossLink,Mirrors,6.3.1.1.2.1.7,Effet du lampadaire,0.72,Both privilege what is cognitively or practically easy to access over what is more probative.,
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,crossLink,IsRelatedTo,6.3.1.1.2.1.6.1,Illusion de fréquence,0.82,Frequency illusion and availability heuristic both inflate perceived frequency through salience and ease of recall.,
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,crossLink,IsRelatedTo,6.3.1.1.2.1,Effet de simple exposition,0.62,"Familiarity from repeated exposure can make examples easier to retrieve, but mere exposure concerns liking or acceptance rather than frequency estimation.",
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,AIF_skosDirectRef,,Example_Inference,,,skos:broadMatch,
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"6,311216",6.3.1.1.2.1.6,Heuristique de disponibilité,AIF_skosExceptionRef,,Bias_Inference,,,skos:broadMatch,
"6,3112161",6.3.1.1.2.1.6.1,Illusion de fréquence,crossLink,Leverages,6.3.1.1.2.1.6,Heuristique de disponibilité,0.95,"The frequency illusion is a specific manifestation of judging frequency by ease of notice or recall, which is the availability heuristic.",
"6,3112161",6.3.1.1.2.1.6.1,Illusion de fréquence,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,crossLink,Leverages,6.3.1.1.2.1.6,Heuristique de disponibilité,0.86,The streetlight effect relies on the same ease-of-access mechanism as availability: what is easy to retrieve or inspect is overweighted.,
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,crossLink,IsRelatedTo,6.3.1.1.2.1.4,Effet de récence,0.55,"Using only recent, easily available data can overlap with recency bias, though the streetlight effect is about accessibility rather than temporal recency.",
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,crossLink,Allows,1,Insuffisance,0.6,"By restricting inquiry to convenient evidence, the streetlight effect often leaves the resulting support insufficient for the claim.",
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:closeMatch,
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,AIF_skosDirectRef,,Bias_Inference,,,skos:closeMatch,
"6,311217",6.3.1.1.2.1.7,Effet du lampadaire,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:closeMatch,
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,crossLink,IsRelatedTo,6.3.1.1.2,Perception sélective,0.78,Leveling and sharpening is a memory-specific form of selective retention and emphasis.,
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,crossLink,Allows,6.3.1.1.2.2.3,Règle du pic et de la fin,0.72,Omitting details while exaggerating salient moments can make judgments follow the peak and the end of an experience.,
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,crossLink,Allows,6.3.1.1.2.2.1,Négligence de la durée,0.58,Flattening remembered details can downplay duration in the overall evaluation of an experience.,
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,crossLink,IsRelatedTo,6.3.1.1.2.2.4,Effet télescopique,0.45,"Both concern systematic distortions in remembered experience, though telescoping is specifically temporal.",
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,31122",6.3.1.1.2.2,Nivellement et accentuation,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311221",6.3.1.1.2.2.1,Négligence de la durée,crossLink,Allows,6.3.1.1.2.2.3,Règle du pic et de la fin,0.86,Neglecting duration creates the opening for judging an experience mainly by its peak and ending rather than by its full temporal profile.,
"6,311221",6.3.1.1.2.2.1,Négligence de la durée,crossLink,IsRelatedTo,6.3.1.1.2.2,Nivellement et accentuation,0.62,Both concern distorted memory-based evaluation in which some aspects of an experience are downplayed while salient elements dominate.,
"6,311221",6.3.1.1.2.2.1,Négligence de la durée,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311221",6.3.1.1.2.2.1,Négligence de la durée,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,crossLink,Leverages,3,Erreur mathématique,0.78,"The bias often rests on a quantitative miscalculation of the nonlinear relation between speed, distance, and travel time saved.",
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,crossLink,Mirrors,6.3.1.1.2.2.5,Effet de la route bien parcourue,0.7,"Both are distortions in estimating travel time, though one concerns speed increases and the other route familiarity.",
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,crossLink,IsRelatedTo,6.3.1.1.2.2.1,Négligence de la durée,0.45,"Both involve flawed weighting or appraisal of duration, but the source concerns predicted time savings rather than retrospective evaluation of an experience.",
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,311222",6.3.1.1.2.2.2,Biais d'économie de temps,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"6,311223",6.3.1.1.2.2.3,Règle du pic et de la fin,crossLink,Leverages,6.3.1.1.2.2.1,Négligence de la durée,0.9,La règle du pic et de la fin repose en partie sur la négligence de la durée totale dans l’évaluation rétrospective d’une expérience.,
"6,311223",6.3.1.1.2.2.3,Règle du pic et de la fin,crossLink,Leverages,6.3.1.1.2.2,Nivellement et accentuation,0.82,Elle exploite le même mécanisme mnésique général de simplification des souvenirs et d’accentuation des éléments les plus saillants.,
"6,311223",6.3.1.1.2.2.3,Règle du pic et de la fin,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311224",6.3.1.1.2.2.4,Effet télescopique,crossLink,Leverages,6.3.1.1.2.2,Nivellement et accentuation,0.62,The telescoping effect is a specific distortion of autobiographical memory that can arise from reconstructive simplification and accentuation of salient remembered events.,
"6,311224",6.3.1.1.2.2.4,Effet télescopique,crossLink,IsRelatedTo,6.3.1.1.2.2.5,Effet de la route bien parcourue,0.5,"Both involve biased retrospective judgments of time, though telescoping concerns dating past events while the well-traveled-road effect concerns estimating travel duration.",
"6,311224",6.3.1.1.2.2.4,Effet télescopique,crossLink,IsRelatedTo,6.3.1.1.2.2.3,Règle du pic et de la fin,0.43,Both are memory-based evaluation biases in which salient aspects of an experience can distort later temporal or overall judgment.,
"6,311224",6.3.1.1.2.2.4,Effet télescopique,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311224",6.3.1.1.2.2.4,Effet télescopique,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311225",6.3.1.1.2.2.5,Effet de la route bien parcourue,crossLink,Leverages,6.3.1.1.2.2,Nivellement et accentuation,0.72,"The familiar-route effect can arise from simplified memories of a well-known trip, with routine details leveled out and salient ease accentuated.",
"6,311225",6.3.1.1.2.2.5,Effet de la route bien parcourue,crossLink,Mirrors,6.3.1.1.2.2.2,Biais d'économie de temps,0.63,"Both concern systematic misestimation of travel time, though one underestimates a familiar route’s duration while the other overestimates time saved by speed.",
"6,311225",6.3.1.1.2.2.5,Effet de la route bien parcourue,crossLink,IsRelatedTo,6.3.1.1.2.2.1,Négligence de la durée,0.45,"Both involve biased treatment of duration, but duration neglect concerns retrospective evaluation rather than prospective route-time estimation.",
"6,311225",6.3.1.1.2.2.5,Effet de la route bien parcourue,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311226",6.3.1.1.2.2.6,Effet dur-facile,crossLink,Allows,1,Insuffisance,0.62,La surconfiance sur des questions difficiles peut masquer que les raisons disponibles sont insuffisantes pour établir la réponse.,
"6,311226",6.3.1.1.2.2.6,Effet dur-facile,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,L’effet dur-facile est une erreur de calibration cognitive qui peut conduire à accepter un raisonnement moins fiable qu’il n’y paraît.,
"6,311226",6.3.1.1.2.2.6,Effet dur-facile,crossLink,Mirrors,6.3.1.1.2.2.7,Compensation du risque,0.42,"Les deux relient un sentiment subjectif de sécurité ou de confiance à une conduite épistémique ou pratique mal calibrée, sans être le même mécanisme.",
"6,311226",6.3.1.1.2.2.6,Effet dur-facile,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311226",6.3.1.1.2.2.6,Effet dur-facile,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"6,311227",6.3.1.1.2.2.7,Compensation du risque,crossLink,IsRelatedTo,6.3.1.1.2.2.2,Biais d'économie de temps,0.45,"Both can affect driving-speed decisions, but risk compensation concerns perceived safety whereas the time-saving bias concerns perceived benefit.",
