PK,path,decimal_path,depth,Famille,Sous-Famille,Sous-sous-famille,état,carte,niveau,nom_vulgarisé,text_fr,LTfr,Simple_name_en,text_en,LTen,link_fr,link_en,desc_fr,Lfr115,example_fr,Lxfr145,desc_en,Len115,example_en,Lxen145,Simple_name_Farsi,Text_Farsi,LTFarsi,link_Farsi,Description_Farsi,Len115,Example_Farsi,Lxen145,Remarques,latin,exemple politique,political_example_en,proverbe,+liens transverses,type lien transverse,shape,image,svg_color,svg_illustration
818,6.2.1.1.4,"6,2114",5,Tricherie,"Changement
de cap",Exigence renforcée,,,,,La pendule cassée inverse,25,,,0,http://rationalwiki.org/wiki/Inverse_stopped_clock,,Votre argument laisse entendre qu'une affirmation rationnelle laisse toujours apparaître quelque chose d'irrationnel et dû à la chance.   ,138,Même Gandhi adorait Hitler. ,28,,0,,,,,0,,,0,,,,,,,Sometimes even geniuses make mistakes,1.1.1.1.3.1,,circle,,,
819,6.2.1.2,"6,212",4,Tricherie,"Changement
de cap",Exigence renforcée,,,,,Confondre une explication et une excuse,39,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/71/Confusing-an-Explanation-with-an-Excuse,,Votre argument confond explication et justification. ,53,Je n'ai pas fait mes devoirs car je trouve que vous n'aimez pas les enfants. ,77,,0,,,,,0,,,0,,,,,,,,,,circle,,,
820,6.2.1.2.1,"6,2121",5,Tricherie,"Changement
de cap",Exigence renforcée,,,,,Ne pas légitimer,16,,,0,http://rationalwiki.org/wiki/Sanctioning_the_devil,,Vous refusez de débattre avec votre adversaire pour ne pas lui accorder de légitimité. ,87,Je ne débattrai pas avec ce parti d'extrême-droite. ,52,,0,,,,,0,,,0,,,,,,,,,,circle,,,
821,6.2.1.3,"6,213",4,Tricherie,"Changement
de cap",Exigence renforcée,,,,,Une seule preuve,16,,,0,http://rationalwiki.org/wiki/One_single_proof,,Votre argument contraint votre adversaire à prouver son argument par une cause unique. ,87,Comment Hitler aurait-il pu être responsable de la Shoah alors que l'on n'a jamais retrouvé la moindre trace écrite d'un tel ordre administratif ?,146,,0,,,,,0,,,0,,,,,,,,,,circle,,,
822,6.2.1.4,"6,214",4,Tricherie,"Changement
de cap",Exigence renforcée,ok,1,2,,"Renverser
la charge de la preuve",32,,Shifting the burden of proof.,29,https://fr.wikipedia.org/wiki/Renverser_la_charge_de_la_preuve_(philosophie),https://en.wikipedia.org/wiki/Philosophical_burden_of_proof#Shifting_the_burden_of_proof,Vous estimez que c'est à la partie adverse de démontrer l'invalidité de votre position.,87,"Si vous ne pouvez pas me prouver que le monstre du Loch Ness n'existe pas, c'est qu'il existe.",94,Assuming a proposition to be true until proved false or vice-versa.,67,That you can't prove that the Loch Ness monster does not exist shows that it does exist.,88,,,0,,,0,,0,,,,,,,,circle,femme porte un homme assis,,
824,6.2.1.4.1,"6,2141",5,Tricherie,"Changement
de cap",Exigence renforcée,,,,,Prouver la non-existence,24,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/145/Proving-Non-Existence,,,0,,0,,0,,,,,0,,,0,,,,,,,,,,circle,,,
823,6.2.1.5,"6,215",4,Tricherie,"Changement
de cap",Exigence renforcée,,,,,Les mots compliqués,19,,,0,http://rationalwiki.org/wiki/Big_words,,Votre argument invoque un mot compliqué pour cacher sa faiblesse. ,66,Le monde va à sa ruine à cause du capitalisme. ,47,,0,,,,,0,,,0,,,,,,,,,,,,,
825,6.2.2,"6,22",3,Tricherie,"Changement
de cap",Beurre et argent du beurre,ok,2,,Versatilité: ON INVERSERAIT PAS LE TEXT_FR eT LE NOM VULGARISé?,Beurre et argent du beurre,26,,Versatility,11,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/101/Having-Your-Cake,"Vous n'adoptez pas clairement une position, afin qu'il soit impossible de vous prendre en défaut.",97,"Si j'ai par mégarde heurté quelqu'un dans cette assistance, je tiens à lui présenter mes excuses ; j'ai cependant agi en mon âme et conscience.",143,"You don't commit to any clear point, so that you can never be proven wrong.",75,"I apologize if I offended anyone, but I did what I thought was  right.",70,,,0,,,0,,0,,,,"Although I don't think the system is working, I don't believe in revolution either.",le beurre et l'argent du beurre. / retourner sa veste? /ménager la chèvre et le chou?,,,circle,,,
826,6.2.2.1,"6,221",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Ne pas se mouiller,18,,,0,http://www.don-lindsay-archive.org/skeptic/arguments.html#state,,Votre argument présente une thèse mais ne conclut pas en sa faveur. ,68,"Il y a certainement de plus en plus de personnes électrosensibles, mais aussi de plus en plus d'antennes relais. ",113,,0,,,,,0,,,0,,,,,,,,,,circle,,,
827,6.2.2.1.1,"6,2211",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,ok,1,1,,"Langue
de bois",14,,Wooden language,15,https://fr.wikipedia.org/wiki/Langue_de_bois,https://en.wikipedia.org/wiki/Wooden_language,"Pour éviter de répondre, vous énoncez des banalités abstraites qui ne vous engagent en rien.",92,Votre colère est légitime mais il est important que tout le monde se serre la ceinture.,87,Formulating stereotypical statements that are general enough to be uncommiting.,79,"I understand your legitimate anger, but it is important that everybody makes a fair effort.",91,,,0,,,0,,0,,,Je ne demande que la paix et la prospérité dans le monde.,All I want is peace and prosperity for all.,« la parole a été donnée à l'homme pour cacher sa pensée ».,,,circle,,,
828,6.2.2.1.2,"6,2212",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Assertion ambigue,17,,,0,http://www.don-lindsay-archive.org/skeptic/arguments.html#ambig_assertion,,Votre argument est formulé de manière ambiguë. ,47,L'autre jour un chat a dormi dans mon ventre. ,46,,0,Last night I shot a burglar in my pyjamas,,,,0,,,0,,,,,,,,,,circle,,,
829,6.2.2.2,"6,222",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Donner à boire et à manger,26,,,0,https://fr.wiktionary.org/wiki/il_y_a_A13%A0_boire_et_A13%A0_manger,,Votre argument mélange tout. ,29,"Je me suis garé ici parce que je suis de mauvaise humeur, pressé et presque handicapé. ",87,,0,,,,,0,,,0,,,,,,,,,,circle,,,
830,6.2.2.2.1,"6,2221",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Si par Whisky,13,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/107/If-By-Whiskey,,,0,,0,,0,,,,,0,,,0,,,,,,,,,,circle,,,
990,6.2.2.2.2,"6,2222",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,La fourchette de Morton,23,,,0,,http://rationalwiki.org/wiki/Morton%27s_fork,"Afin de faire accepter votre proposition par tous, vous choisissez en fonction de vos interlocuteurs différents arguments, parfois contradictoires, menant tous à votre conclusion.",179,,0,,0,,,,,0,,,0,,,,,,,,,,,,,
831,6.2.2.3,"6,223",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Démenti non-démenti,19,,,0,https://en.wikipedia.org/wiki/Non-denial_denial,,Votre argument apporte un démenti qui peut être interprété comme un aveu.  ,75,Je n'ai pas eu de relations sexuelles avec cette jeune femme. ,62,,0,"I did not have sexual relations with that woman, Miss Lewinsky",,,,0,,,0,,,,,,,,,,circle,,,
832,6.2.2.4,"6,224",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Excuses non-excuses,19,,,0,,,Votre argument apporte des excuses qui peuvent être interprétées comme une agression.  ,87,Je n'ai jamais insulté cette idiote. ,37,,0,,,,,0,,,0,,,,,,,,,,circle,,,
833,6.2.2.4.1,"6,2241",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Des erreurs ont été comises,27,,,0,https://en.wikipedia.org/wiki/Mistakes_were_made,,Votre argument vise à évacuer votre propre responsabilité dans les erreurs qui ont été commises. ,97,"Mais dans les années 1960, l'énergie nucléaire était l'énergie du futur. ",73,,0,,,,,0,,,0,,,,,,,,,,circle,,,
834,6.2.2.4.2,"6,2242",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Excuses conditionnées,21,,,0,https://en.wikipedia.org/wiki/Non-apology_apology#The_.22if_apology.22,,"Vous offrez des excuses à votre adversaire à condition qu'il les demande, lui renvoyant ainsi la responsabilité de sa susceptibilité. ",134,Je suis désolé si je vous ai offensé. ,38,,0,,,,,0,,,0,,,,,,,,,,circle,,,
835,6.2.2.5,"6,225",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,ok,2,,Rétropédalage,Couverture,10,,Hedging,7,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/102/Hedging,Vous modifiez discrètement votre position pour parer des arguments ou des faits qui la réfutent.,96,"Je n'ai pas dit que je voulais abandonner ce projet, voyons, mais simplement que j'envisageais d'y travailler différemment.",123,Refining a claim to dodge counter evidence and then acting as if the revised claim is the original one.,103,I just said I would change my way of working on this contract. Not that I was giving it up.,91,,,0,,,0,,0,,,"J'ai dit et redit que je travaillerais à la paix dans ce pays ; il n'est pas question que nous retirions nos troupes unilatéralement.
","I just said I would work towards peace. Unilaterally calling our troops back is unthinkable, of course.",,"liens ad-hoc sauvetage, vrai écossais",,circle,,,
836,6.2.2.5.1,"6,2251",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Argument post dispute,21,,,0,https://en.wikipedia.org/wiki/Post_disputation_argument,,Vous corrigez la formulation de votre argument après la démonstration de son invalidité par votre adversaire.,109,"Oui, c'est bien ce que je disais. ",34,,0,,,,,0,,,0,,,,,,,,,,circle,,,
837,6.2.2.5.2,"6,2252",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Couvrir ses fesses,18,,,0,https://en.wikipedia.org/wiki/Cover_your_ass,,Vous refusez une quelconque responsabilité éviter de futures accusations. ,74,"Ca ne peut pas être moi, je ne travaille jamais le vendredi soir de 17- à 19h. ",79,,0,,,,,0,,,0,,,,,,,,,,circle,,,
992,6.2.2.5.3,"6,2253",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Appel à l'absence de préjugés,29,,False front,11,"http://rationalwiki.org/wiki/Not_prejudiced,_but_._._.",,"Vous affirmez être dépourvu de telle ou telle opinion préconçue, laquelle ostracise généralement une communauté d'individus, avant d'énoncer une proposition prouvant l'inverse.",176,,0,,0,,,,,0,,,0,,,,,,,,,,,,,
838,6.2.2.6,"6,226",4,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Porte de sortie,15,,,0,http://rationalwiki.org/wiki/Escape_hatch,,Vous invoquez l'absence d'argument pour justifier votre argument.   ,68,Qui vient avant ? La poule ? Ou l'oeuf ?,40,,0,,,,,0,,,0,,,,,,,,,,circle,,,
839,6.2.2.6.1,"6,2261",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Où est le mal?,14,,,0,http://rationalwiki.org/wiki/What%27s_the_harm,,Vous argumentez qu'une chose doit être essayer car elle ne fait pas de mal. ,76,Pourquoi interdire la cigarette électronique dans les lieux publics ?,69,,0,,,,,0,,,0,,,,,,,,,,circle,,,
840,6.2.2.6.2,"6,2262",5,Tricherie,"Changement
de cap",Beurre et argent du beurre,,,,,Départ optionel,15,,,0,http://skepdic.com/opstart.html,,Vous argumentez être capable de faire une chose sans donner de bornes de départ et de fin. ,91,Bien sur que vous avez déjà reçu de mes nouvelles par télékinésie. ,67,,0,,,,,0,,,0,,,,,,,,,,circle,,,
841,6.2.3,"6,23",3,Tricherie,"Changement
de cap","Exigence
relâchée",ok,1,,Baisser la barre,"Exigence
relâchée",17,Lower the bar,Weaker demands,14,,https://www.usingenglish.com/reference/idioms/lower+the+bar.html,Vous réduisez vos prétentions à mesure que votre argumentation se heurte à des difficultés.,91,"Ce n'était certes pas notre meilleur match, mais il a permis à notre équipe de montrer un vrai potentiel.",105,Lowering the requirements when you're argumentation seems to fail to meet them.,79,"I admit it was not our best game, but the team showed great potential.",70,,,0,,,0,,0,,,,"By introducing the Zero-hour contract, we managed to drastically reduce the number of unemployed people.",,,,circle,,,
842,6.2.3.1,"6,231",4,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Argumentum a silentio,21,,,0,https://fr.wikipedia.org/wiki/Argumentum_a_silentio,,Votre argument s'appuie simplement sur l'omission d'un fait. ,61,"Les girafes n'existaient pas du temps de Jules César. La preuve, c'est qu'il n'en parle jamais. ",96,,0,,,,,0,,,0,,,,,,,,,,circle,,,
843,6.2.3.2,"6,232",4,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Trivialisme,11,,,0,https://en.wikipedia.org/wiki/Trivialism,,Votre argument défend que tout est vrai. ,41,"La bouillabaisse, est une soupe au poisson mais quelques fois on la fait avec de la viande. ",92,,0,,,,,0,,,0,,,,,,,,,,circle,,,
844,6.2.3.2.1,"6,2321",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Se faire l'avocat du diable,27,,,0,https://fr.wikipedia.org/wiki/Avocat_du_diable,,Votre argument défend une position qui n'est pas la vôtre et qui peut être celle de votre adversaire. ,102,Mon client ne croit pas à l'innocence de la victime. ,53,,0,,,,,0,,,0,,,,,,,,,,circle,,,
845,6.2.3.3,"6,233",4,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Argument de l'effort notable,28,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/137/Notable-Effort,,,0,,0,,0,,,,,0,,,0,,,,,,,,,,circle,,,
846,6.2.3.3.1,"6,2331",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Pour la forme,13,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/176/Tokenism,,,0,,0,,0,,,,,0,,,0,,,,,,,,,,circle,,,
847,6.2.3.3.2,"6,2332",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Poussière d'ange,16,,,0,https://en.wikipedia.org/wiki/Angel_dusting,,Votre argument invoque un composant actif au nom d'une infime quantité présente. ,81,Cette crème contient du bêta carotène. ,39,,0,,,,,0,,,0,,,,,,,,,,circle,,,
994,6.2.3.3.3,"6,2333",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Appel à l'identité,18,,Appeal to identity,18,,http://rationalwiki.org/wiki/Appeal_to_identity,"Sans juger de son bien-fondé, vous évaluez la validité d'une proposition en fonction de la communauté d'individus à laquelle appartient son auteur.",147,,0,,0,,,,,0,,,0,,,DOUBLON : À SUPPRIMER !! Stéphanie,,,,,,,,,,
1002,6.2.3.3.4,"6,2334",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Appui de principe,17,,Token endorsement,17,,http://utminers.utep.edu/omwilliamson/ENGL1311/fallacies.htm#4,,0,,0,,0,,,,,0,,,0,,,,,,,,,,,,,
848,6.2.3.4,"6,234",4,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Cout irrécupérable,18,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/173/Sunk-Cost-Fallacy,,,0,,0,,0,,,,,0,,,0,,,,,,,,,,circle,,,
1006,6.2.3.4.1,"6,2341",5,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,Tourner la page,15,,Appeal to closure,17,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/194/Appeal-to-Closure,,0,,0,,0,,,,,0,,,0,,,,,,,,6.2.1.1.1,Opposé,,,,
849,6.2.3.5,"6,235",4,Tricherie,"Changement
de cap","Exigence
relâchée",,,,,C'était il y a longtemps,24,,,0,http://rationalwiki.org/wiki/Fun:Argument_from_oh_bloody_hell_that_was_years_ago,,Votre argument suppose que vous n'êtes plus responsables de vos opinions proférées il y a longtemps. ,101,"Pourquoi, ne pourrait-il pas être ministre ? Ses activités au sein de l'extrême-droite commencent à dater. ",107,,0,,,,,0,,,0,,,,,,,,,,circle,,,
850,6.3,"6,3",2,Tricherie,"Pensée
biaisée",,ok,1,,,"Pensée
biaisée",14,,Biased thinking,15,,https://en.wikipedia.org/wiki/Baconian_method#Idols_of_the_mind_.28idola_mentis.29,Votre perception de la réalité est déformée par votre propre subjectivité.,74,Ces personnes-là se ressemblent toutes : comment font-elles pour se reconnaître entre elles ?,93,"Argumenting under the influence of a cognitive bias, which hinders the ability to reason in a balanced manner .",111,Those people all look the same. How can they tell themselves apart from each other?,83,,,0,,,0,,0,,Idola mentis ,,,,,,circle,arlequin,,
851,6.3.1,"6,31",3,Tricherie,"Pensée
biaisée",Anthropocentrisme,ok,2,,Biais naturel,Anthropocentrisme,17,,Human nature bias,17,https://fr.wikipedia.org/wiki/Idola_tribus,https://en.wikipedia.org/wiki/Idola_tribus,Vous raisonnez dans un contexte axé sur le point de vue de l'être humain.,73,La nature est à ce point pleine de sagesse qu'elle a fait traverser chaque ville par une rivière.,97,"Thinking in a manner which is influenced by our human nature, thus losing scientific objectivity.  
",100,Mother nature is so wise and benevolent! She even made rivers flow through cities...,84,,,0,,,0,,0,,Idola tribus,,,,,,circle,,,
852,6.3.1.1,"6,311",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Sophisme animiste,17,,,0,https://en.wikipedia.org/wiki/Animistic_fallacy,,Vous expliquez un phénomène naturel par la présence d'un esprit animiste. ,74,La planification centrale est nécessaire pour éviter le chaos social. ,70,,0,Central planning is necessary to prevent chaos in society.,,,,0,,,0,,,,,,,,1.3.3.3.1,,circle,,,
853,6.3.1.2,"6,312",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Biais de négativité,19,,,0,http://skepdic.com/negativitybias.html,,Votre argument ne considère que les éventualités négatives. ,60,Je déteste perdre bien plus que j'aime gagner. ,47,,0,I hate losing more than I love winning. --Billy Beane,,,,0,,,0,,,,,,,,,,circle,,,
854,6.3.1.3,"6,313",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Effet de Valence,16,,,0,https://en.wikipedia.org/wiki/Valence_effect,,Votre argument ne considère que les éventualités positives. ,60,Nous allons gagner car vous êtes les meilleurs. ,48,,0,,,,,0,,,0,,,,,,,,,,circle,,,
855,6.3.1.4,"6,314",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Projection psychologique,24,,,0,https://en.wikipedia.org/wiki/Psychological_projection,,Votre argument vise à attribuer vos propres caractéristiques à votre adversaire. ,81,Je l'ai frappé car il ne mérite pas de vivre. ,46,,0,,,,,0,,,0,,,,,,,,,,circle,,,
856,6.3.1.4.1,"6,3141",5,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Renvoyer la balle,17,,,0,https://en.wikipedia.org/wiki/Buck_passing,,Votre argument vise à attribuer une responsabilité à votre adversaire. ,71,"Je vous en prie, après vous. ",29,,0,,,,,0,,,0,,,,,,,,,,circle,,,
857,6.3.1.4.2,"6,3142",5,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Blâmer la victime,17,,,0,https://fr.wikipedia.org/wiki/BlA13%A2mer_la_victime,,Votre argument vise à rendre la victime responsable d'avoir subi un crime.  ,76,Et vous portiez-bien une mini-jupe ce soir là  ? Et vous reconnaissez que vous aviez trop bu ?,94,,0,,,,,0,,,0,,,,,,,,,,circle,,,
858,6.3.1.4.3,"6,3143",5,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Auto-flagelation,16,,,0,https://en.wikipedia.org/wiki/Self-blame_(psychology),,Votre argument vise à vous rendre responsable d'avoir subi un crime.  ,70,Je suis qu'un nul qui a fait une mauvaise copie à cet examen. ,62,,0,,,,,0,,,0,,,,,,,,,,circle,,,
859,6.3.1.5,"6,315",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Projection mentale,18,,,0,https://en.wikipedia.org/wiki/Mind_projection_fallacy,,Votre argument suppose que votre adversaire partage vos catégories mentales. ,77,Cette douleur est intolérable. ,31,,0,,,,,0,,,0,,,,,,,,,,circle,,,
860,6.3.1.6,"6,316",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Dispositionalisme,17,,,0,https://en.wikipedia.org/wiki/Dispositional_attribution,,Vous attribuez à votre adversaire une disposition interne plutôt qu'une disposition résultante de la situation.,111,Les serveurs de cafés parisiens ont vraiment un humour déplorable. ,67,,0,,,,,0,,,0,,,,,,,,,,circle,,,
861,6.3.1.6.1,"6,3161",5,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Erreur fondamentale d'attribution,33,,,0,https://fr.wikipedia.org/wiki/Erreur_fondamentale_d%27attribution,,Vous attribuez une responsabilité à un acteur plutôt qu'à une situation. ,73,"Quand on travaille bien, on gagne suffisamment d'argent. ",57,,0,,,,,0,,,0,,,,,,,,,,circle,,,
862,6.3.1.7,"6,317",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Biais de distinction,20,,,0,https://en.wikipedia.org/wiki/Distinction_bias,,Vous présentez un choix à votre adversaire pour lui faire exagérer les différences. ,84,"Est-ce que tu veux une pomme, une banane ou une paire de claques ?",66,,0,,,,,0,,,0,,,,,,,,,,circle,,,
863,6.3.1.7.1,"6,3171",5,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Le moins est meilleur,21,,,0,https://en.wikipedia.org/wiki/Less-is-better_effect,,Vous induisez votre adversaire à croire qu'une petite augmentation vaut mieux qu'un changement de catégories. ,110,"Si vous prenez l'ordinateur et l'imprimante ensemble, je vous offre le câble de raccord.  Sinon il est inclus avec cette autre imprimante plus chère. ",150,,0,,,,,0,,,0,,,,,,,,,,circle,,,
864,6.3.1.8,"6,318",4,Tricherie,"Pensée
biaisée",Anthropocentrisme,,,,,Effet de contraste,18,,,0,https://en.wikipedia.org/wiki/Contrast_effect,,Votre argument vise à induire votre adversaire à une position en jouant par contraste avec la position inverse. ,112,Tu as vu ? Les voisins se disputent encore. ,44,,0,,,,,0,,,0,,,,,,,,,,circle,,,
865,6.3.2,"6,32",3,Tricherie,"Pensée
biaisée",Culturocentrisme,ok,1,,Biais culturel,Culturocentrisme,16,,Cultural bias,13,,https://en.wikipedia.org/wiki/Idola_specus,Vous raisonnez dans un contexte lié à la société dans laquelle vous évoluez.,76,"Ces personnes sont bien à plaindre, sans télévision ni voiture...",65,Thinking in a manner which is influenced by individual prejudice or subjectivity.,81,"They are so poor! They must be so sad without a car or a TV... 
",64,,,0,,,0,,0,,Idola specus,,,,,,circle,,,
866,6.3.2.1,"6,321",4,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Biais de proportionalité,24,,,0,http://skepdic.com/proportionalitybias.html,,Votre argument implique que des effets importants impliquent une cause importante. ,83,Le 11/9 n'a pas pu être le fait de quelques individus. Le gouvernement américain devait être impliqué. ,103,,0,,,,,0,,,0,,,,,,,,,,circle,,,
867,6.3.2.1.1,"6,3211",5,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Pari de Galilée,15,,,0,http://rationalwiki.org/wiki/Galileo_gambit,,"Votre argument implique que si vous êtes persécuté, c'est que vous dites la vérité. ",84,Est-ce que les disciples du Christ meurent pour un mensonge ?,61,,0,,,,,0,,,0,,,,,,,,,,circle,,,
868,6.3.2.1.2,"6,3212",5,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Conspirationisme,16,,,0,https://fr.wikipedia.org/wiki/ThA13%A9orie_du_complot,,Votre argument reprend une théorie conspirationniste qui se veut cohérente et totale. ,86,Les banquiers dominent le monde. ,33,,0,,,,,0,,,0,,,,,,,,,,circle,,,
869,6.3.2.1.2.1,"6,32121",6,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Sophisme furtif,15,,,0,https://en.wikipedia.org/wiki/Furtive_fallacy,,Votre argument suppose qu'une série d'évènements résulte de l'action furtive d'un groupe d'individus. ,102,C'est à cause du lobby financier que l'accord de Paris sur le climat va être abandonné. ,88,,0,,,,,0,,,0,,,,,,,,,,circle,,,
870,6.3.2.1.3,"6,3213",5,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Sophisme de regression,22,,,0,http://www.fallacyfiles.org/regressf.html,,Vous argumentez avoir obtenu des résultats alors que ceux-ci sont simplement l'aboutissement moyen de toutes les possibilités. ,127,J'ai bu ce thè à la pêche après 11 jours de maladie et il a fait disparaître ma grippe. ,88,,0,,,,,0,,,0,,,,,,,,3.2.1.3,,circle,,,
871,6.3.2.2,"6,322",4,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Biais de Subjectivité,21,,,0,https://en.wikipedia.org/wiki/Subjectivity,,Vous argumentez à partir d'une position subjective. ,52,Je n'aime pas les tortues et tous ceux qui nous ralentissent.,61,,0,,,,,0,,,0,,,,,,,,,,circle,,,
872,6.3.2.2.1,"6,3221",5,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Erreur d'attribution finale,27,,,0,https://en.wikipedia.org/wiki/Ultimate_attribution_error,,Vous argumentez que les causes de l'échec sont à chercher à l'extérieur du groupe. ,83,L'accident a été provoqué par une pièce défaillante fournie par un sous-traitant. ,82,,0,,,,,0,,,0,,,,,,,,,,circle,,,
873,6.3.2.2.1.1,"6,32211",6,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Sophisme de Préjudice,21,,,0,http://rationalwiki.org/wiki/Fallacy_of_opposition#Fallacy_of_prejudice,,La validité de votre argument dépend de l'adoption de sa conclusion par votre adversaire. ,90,Nos deux pays sont d'accord sur le danger que représente l'Iran pour la région. ,80,,0,,,,,0,,,0,,,,,,,,,,circle,,,
874,6.3.2.2.1.1.1,"6,322111",7,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Racisme,7,,,0,https://fr.wikipedia.org/wiki/Racisme,,Votre argument suppose l'existence de races. ,45,"Mais Monsieur, vous ne pouvez pas boire d'eau à cette fontaine. Partez !",72,,0,,,,,0,,,0,,,,,,,,,,circle,,,
875,6.3.2.2.1.1.2,"6,322112",7,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Sexisme,7,,,0,https://fr.wikipedia.org/wiki/Sexisme,,Votre argument construit et perpétue les préjugés d'ordre biologiques. ,71,N'entends-tu pas ton horloge biologique qui appelle ?,53,,0,,,,,0,,,0,,,,,,,,,,circle,,,
876,6.3.2.2.1.1.3,"6,322113",7,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Nationalisme,12,,,0,https://fr.wikipedia.org/wiki/Nationalisme,,Votre argument construit et perpétue les préjugés d'ordre nationaux. ,69,"Mais enfin, on ne va pas prendre un Indien pour faire ce travail !",66,,0,,,,,0,,,0,,,,,,,,,,circle,,,
877,6.3.2.2.1.1.4,"6,322114",7,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Bigoterie religieuse,20,,,0,https://en.wikipedia.org/wiki/Religious_discrimination,,Votre argument construit et perpétue les préjugés d'ordre religieux. ,69,C'est encore de la faute des Juifs et des Protestants cette réforme. ,69,,0,,,,,0,,,0,,,,,,,,,,circle,,,
878,6.3.2.2.1.1.5,"6,322115",7,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Classisme,9,,,0,https://fr.wikipedia.org/wiki/Classisme,,Votre argument construit et perpétue les préjugés sur l'appartenance à une classe sociale. ,91,L'écologie n'a aucun avenir avec tous ses travailleurs qui veulent acheter le dernier écran plat. ,98,,0,,,,,0,,,0,,,,,,,,,,circle,,,
1008,6.3.2.2.1.2,"6,32212",6,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Favoritisme,11,,Favoritism,10,,https://en.wikipedia.org/wiki/In-group_favoritism,,0,,0,,0,,,,,0,,,0,,,,,,,Blood is Thicker than Water,,,,,,
879,6.3.2.2.2,"6,3222",5,Tricherie,"Pensée
biaisée",Culturocentrisme,,,,,Mentalité de l'ilot,19,,,0,https://en.wikipedia.org/wiki/Island_mentality,,Votre argument laisse entendre que vous êtes le le seul à détenir la vérité. ,77,Notre pays se défendra jusqu' Massada s'il le faut. ,52,,0,,,,,0,,,0,,,,,,,,,,circle,,,
